1000	50000
55	228	-4
938	235	-3
983	78	14
167	171	5
591	223	48
719	152	-16
605	445	21
475	230	26
451	194	19
3	197	-12
931	698	-10
932	225	44
253	938	-16
284	826	48
976	786	17
350	873	-7
738	830	14
739	173	1
682	814	28
233	13	11
851	261	-19
346	747	-11
876	490	-11
498	236	0
702	323	26
723	338	36
572	375	41
710	80	9
364	975	18
247	925	32
316	128	-6
621	630	-12
2	242	27
945	232	-14
8	641	11
231	164	-2
740	755	-14
626	900	-16
863	604	23
407	57	0
738	461	-15
226	728	25
408	506	-2
825	508	-17
372	530	-13
152	124	44
567	286	39
791	28	48
153	743	6
538	461	7
458	275	14
50	304	48
533	276	-10
613	145	-12
318	286	-20
58	884	37
271	431	49
157	348	1
476	106	24
884	544	14
533	733	-15
568	555	46
870	902	35
573	158	36
859	834	6
115	89	-6
677	126	11
316	10	20
871	659	2
782	296	17
898	57	24
365	823	42
796	80	23
828	630	-14
172	770	15
470	988	-4
944	354	49
452	498	3
623	743	40
367	202	37
526	362	5
924	504	-19
879	388	35
646	418	35
695	722	-13
597	856	11
604	810	5
676	5	-4
498	195	-9
515	592	-14
744	341	20
108	457	2
407	749	-20
642	7	38
534	873	23
625	728	8
226	310	18
845	370	1
193	68	47
289	763	6
123	111	50
587	744	39
653	124	-13
358	36	45
657	612	-1
350	448	10
597	62	50
24	726	32
844	649	-4
402	647	28
613	430	28
273	297	-5
846	912	16
728	913	48
172	298	40
472	122	46
243	830	50
500	21	37
458	927	40
855	986	48
203	302	-20
409	171	46
904	112	29
994	689	35
249	446	4
701	227	44
864	659	14
683	190	18
489	377	21
771	854	20
593	578	-16
271	560	15
992	767	-17
184	584	-3
372	228	17
264	893	26
568	188	45
237	56	8
530	190	15
861	828	5
358	452	40
66	681	-18
655	795	19
197	437	44
418	322	-20
969	980	5
797	653	18
880	672	12
245	635	44
480	232	-6
932	475	34
609	903	2
211	648	-12
598	450	19
133	64	-13
214	275	27
96	214	11
713	18	-7
479	828	22
354	27	-9
509	45	40
809	426	24
611	661	18
187	222	-8
611	55	10
220	176	-17
805	847	19
329	703	27
237	175	19
748	706	5
807	922	14
345	701	4
930	559	-15
218	866	-4
654	892	-1
530	16	3
681	927	21
21	178	-13
963	640	4
682	929	3
313	59	14
754	254	31
22	521	-20
5	500	-2
602	140	-4
851	94	10
704	399	-14
858	112	-2
290	216	20
813	830	25
601	379	20
591	913	44
169	461	28
955	410	36
241	571	38
81	714	30
185	594	16
133	485	-12
954	254	-2
273	485	2
520	425	-6
162	246	-4
542	299	43
874	323	20
554	171	43
625	366	7
902	669	-2
775	224	49
625	130	47
548	389	36
436	902	48
951	857	26
539	794	-19
934	762	10
383	73	7
305	956	5
241	721	26
491	55	48
793	47	30
418	487	26
403	398	-9
914	742	42
933	304	22
814	785	-16
719	898	34
924	368	-17
24	160	50
267	109	46
493	54	19
948	642	25
803	768	36
532	91	30
570	483	49
699	10	24
517	544	-15
501	978	23
851	425	13
934	446	-2
155	817	11
818	669	15
209	421	22
734	743	43
201	285	32
300	749	15
367	10	2
574	143	47
614	95	0
691	32	-8
572	386	50
705	847	12
25	880	-20
867	303	43
875	10	39
292	18	-19
909	88	30
85	558	27
135	953	31
73	252	22
329	276	13
23	551	11
907	984	23
253	373	40
520	205	0
170	137	41
876	953	21
935	823	-18
583	430	-13
391	48	-18
262	897	34
447	200	33
782	464	-3
221	925	6
915	193	49
554	240	47
780	650	43
119	868	-7
693	543	5
25	118	50
331	644	47
383	786	-7
351	429	-4
470	238	27
97	366	-10
449	36	21
102	760	21
663	73	33
513	317	17
228	189	23
849	12	-14
872	868	1
904	118	4
69	441	15
626	628	22
681	516	-20
914	729	3
194	161	-18
290	108	-15
343	789	6
243	697	-9
22	116	13
580	861	31
594	252	49
588	636	4
467	761	28
836	763	18
320	669	20
322	516	43
911	441	31
291	592	-5
574	150	8
869	888	48
199	177	40
786	76	42
651	480	23
567	696	18
14	197	26
327	880	26
332	432	25
193	774	3
155	66	13
914	379	17
248	39	44
938	104	37
768	447	37
428	288	43
605	719	16
906	937	35
495	931	39
217	503	30
713	727	28
22	167	-4
407	572	17
383	76	20
237	47	19
736	326	7
574	588	40
385	179	38
510	35	28
856	846	-16
996	16	35
501	678	4
845	917	22
787	794	31
793	653	1
436	785	3
752	603	-15
33	744	-9
536	959	36
197	160	5
780	603	16
797	361	-2
836	738	16
878	374	-17
280	985	29
899	707	-6
383	184	11
366	50	-9
289	218	-3
152	725	-10
854	465	30
497	682	0
2	189	15
906	762	47
464	164	18
165	974	7
716	17	-20
457	325	35
152	991	39
612	139	-17
697	565	-9
151	880	38
97	74	-10
381	611	-16
775	853	19
819	951	23
511	589	43
405	887	-8
875	252	42
563	173	33
881	437	-9
501	535	-6
463	322	47
977	69	40
970	934	26
113	728	-15
931	502	18
405	104	-11
499	45	14
210	901	-8
769	179	-4
566	895	1
495	988	-10
810	965	39
970	896	29
19	762	37
123	142	37
716	205	39
683	913	10
159	424	42
987	903	-14
172	356	26
868	866	2
801	394	2
334	698	15
305	638	50
920	359	-5
803	88	24
574	456	5
642	130	14
463	569	5
626	832	43
315	317	43
244	80	31
749	39	-8
512	297	-17
557	517	43
940	908	-12
706	370	22
548	54	30
458	295	40
482	764	28
51	618	11
256	672	46
496	362	50
313	564	-8
217	258	-13
726	260	4
695	408	43
915	532	-1
695	679	40
498	480	1
351	742	28
144	960	6
871	661	18
653	316	49
23	536	31
637	224	-3
525	223	2
151	811	-14
283	922	34
553	222	36
37	779	16
634	588	-8
715	817	-13
641	250	13
515	127	11
69	697	-3
673	512	50
419	421	-5
346	798	33
531	737	26
84	988	47
497	847	24
340	696	16
832	173	-8
843	304	-13
652	105	48
872	66	5
92	609	46
966	255	28
550	739	-17
347	502	40
930	93	33
340	224	-9
816	103	3
175	324	28
994	236	3
448	258	42
313	39	14
78	555	47
809	87	7
510	494	-4
471	183	-5
904	695	48
549	208	10
471	120	-15
802	798	5
322	240	-13
522	151	47
260	91	47
964	800	-17
682	437	-8
801	163	31
587	39	-6
148	277	48
337	706	16
57	503	2
50	822	-7
328	145	32
330	419	50
793	384	10
433	173	8
629	829	3
546	342	1
756	190	41
817	430	-2
977	13	26
745	568	49
350	429	-17
855	476	36
818	409	33
22	317	5
792	446	50
436	556	27
37	606	13
157	637	-14
198	939	24
947	523	4
691	592	-1
192	38	27
931	729	39
816	250	22
19	226	43
332	905	-13
779	843	45
195	132	49
72	333	28
150	752	23
90	132	38
572	453	1
680	868	46
7	317	3
995	10	47
733	849	48
419	621	21
873	831	25
330	666	25
384	448	-11
136	112	22
782	523	-19
470	787	47
688	986	30
67	580	38
944	6	-14
270	179	1
201	857	32
632	636	37
263	949	-8
150	948	-6
370	275	47
163	774	8
626	690	8
239	58	34
347	224	14
751	573	3
387	873	-10
20	836	-19
40	473	-8
765	564	7
147	991	6
809	127	9
693	456	38
181	174	47
904	108	19
14	823	37
909	233	31
251	197	-14
896	1	39
701	108	-7
875	325	18
69	743	-17
687	927	16
639	637	35
875	407	43
968	684	29
499	684	-3
716	388	41
977	924	32
761	261	-3
796	184	29
141	832	23
396	278	40
14	231	17
382	9	44
529	156	39
967	298	41
205	889	-2
53	635	-14
971	84	5
844	721	32
155	914	27
643	336	44
66	152	23
186	205	-3
898	490	37
424	62	26
615	743	-18
400	128	23
809	791	42
902	482	46
221	689	17
466	669	-17
826	91	46
890	18	25
60	708	-5
255	418	4
319	44	1
303	950	-12
408	808	18
44	25	49
359	289	42
595	958	-17
13	647	17
756	999	46
23	599	-18
213	45	11
931	368	45
854	815	-2
144	187	-10
330	698	-3
256	625	-13
629	366	14
256	620	1
734	769	-19
919	997	29
816	867	9
102	346	7
308	338	42
824	858	16
323	364	26
710	27	46
40	684	17
931	631	-8
300	99	8
990	50	14
668	441	-17
972	931	36
673	348	5
444	68	-11
185	849	2
96	494	34
735	829	46
709	353	12
539	114	46
637	469	-14
642	469	-6
695	336	43
895	850	-5
409	304	23
44	594	-2
911	178	18
594	137	35
879	832	19
856	386	16
463	618	1
308	41	39
419	93	20
202	812	-6
159	126	-2
552	70	3
505	74	-9
23	885	42
615	813	9
52	189	45
848	917	38
81	325	32
792	334	35
719	145	33
385	343	-7
318	911	32
293	951	-18
559	964	31
325	948	38
382	418	8
994	636	29
331	931	50
200	386	-20
224	925	40
276	636	-12
614	551	6
670	264	-2
401	490	-13
381	509	-2
656	769	-15
869	765	35
582	311	43
549	750	-8
462	496	4
170	47	9
853	978	12
367	840	-16
694	895	-6
371	578	41
403	607	41
831	362	8
569	394	46
463	92	8
410	555	3
676	441	29
111	589	21
444	839	-20
699	712	41
704	435	29
455	98	8
910	336	33
560	535	-3
818	575	-11
74	220	29
81	818	-18
327	978	2
935	728	28
550	36	-20
399	835	-7
405	616	49
486	420	28
368	437	-17
319	350	11
546	27	4
330	486	-4
325	500	40
167	127	21
350	500	21
201	892	33
685	515	48
415	632	19
262	41	-1
723	741	49
353	221	39
310	730	46
602	480	39
542	861	-14
821	544	26
720	229	-9
671	767	-11
462	740	-6
8	628	1
460	603	-17
14	408	-3
789	897	39
623	541	24
21	364	27
500	822	8
371	303	-3
244	116	-20
693	895	11
869	694	-19
568	171	-6
283	55	-19
558	204	-12
424	800	-9
833	990	-16
606	678	-2
186	714	-6
625	301	22
858	487	29
190	54	-15
374	312	23
455	292	-4
292	600	30
633	132	36
250	287	5
561	807	23
928	3	-12
429	370	15
550	828	20
239	750	9
178	140	-10
573	995	16
701	174	7
488	707	24
253	507	-13
184	50	-17
809	514	16
155	699	19
956	650	-6
326	530	6
919	369	-18
75	563	-15
262	294	0
634	548	46
652	994	0
320	469	35
332	179	-19
993	424	37
479	423	17
855	144	-10
23	699	-6
987	310	-2
282	121	25
313	371	21
841	357	24
495	490	35
907	293	5
777	746	46
583	311	-19
790	786	25
835	230	0
825	532	2
400	919	28
330	18	5
358	558	-1
324	230	42
321	506	23
264	584	20
653	156	48
361	647	-2
309	705	-10
871	518	24
981	442	22
721	496	1
635	674	4
605	708	35
212	493	8
270	110	12
858	750	15
948	943	6
935	440	45
484	543	35
828	341	2
493	938	32
265	774	36
23	483	7
890	887	-13
192	667	-7
42	789	-19
811	424	23
35	587	3
787	921	6
536	461	6
457	283	-17
614	169	41
611	216	39
899	728	-4
867	39	45
460	997	18
281	46	30
949	269	50
695	814	-10
88	624	11
675	799	22
326	221	5
788	149	30
930	849	-8
330	287	-13
256	31	43
463	185	32
340	213	15
283	446	8
591	106	-18
454	551	11
784	830	2
412	204	31
538	502	12
357	750	-1
95	617	39
308	946	15
425	341	11
598	788	23
827	585	27
61	401	42
384	32	14
239	795	26
367	494	29
796	990	-5
351	805	-14
852	413	-6
698	398	-2
817	766	46
90	648	21
863	903	-12
814	582	-12
784	699	7
881	913	23
713	631	27
387	619	20
398	9	-2
133	722	-11
951	827	32
874	105	28
248	274	6
426	508	18
275	259	44
997	121	7
651	804	36
313	592	0
568	743	28
146	604	14
593	163	45
787	276	16
528	990	18
663	975	24
206	277	43
387	116	12
20	294	-4
148	985	12
14	50	17
899	509	-10
475	690	-14
758	377	25
210	312	3
739	26	29
250	729	11
23	692	-15
291	764	-10
81	718	22
184	805	12
367	371	44
683	101	2
740	168	3
212	753	4
928	407	23
469	79	-10
775	986	45
447	840	-12
136	19	48
719	861	13
927	16	13
860	316	20
704	598	45
620	520	11
509	842	30
830	892	4
472	683	3
577	26	-13
6	154	-5
361	774	3
436	277	20
355	391	1
429	27	-11
115	744	15
37	174	49
208	616	17
727	942	12
192	600	3
400	578	30
970	994	6
460	880	47
281	267	-6
694	584	26
442	341	-15
113	822	16
642	242	33
949	543	34
264	337	42
745	801	44
534	699	11
793	241	45
23	831	-4
919	760	-18
920	702	1
803	240	-11
444	106	-2
851	700	-13
452	658	-9
146	393	-5
809	462	-7
493	220	14
546	608	43
318	322	14
371	955	-8
745	297	5
730	261	-14
821	172	3
32	94	35
839	353	37
782	34	-9
997	645	38
150	438	22
919	639	-20
550	31	32
339	242	20
724	743	-16
691	386	-16
355	425	-2
211	55	49
936	385	37
463	544	49
433	815	5
735	331	23
838	168	14
161	551	27
355	177	6
401	658	19
227	128	29
322	252	47
22	814	-15
670	884	24
491	362	-12
380	46	-12
510	833	40
704	864	-10
375	800	15
270	6	19
732	320	-12
367	790	44
721	178	17
287	105	26
511	693	-11
271	824	30
596	254	1
352	113	0
402	268	41
862	799	9
119	729	19
486	16	20
835	260	2
381	783	8
224	556	45
557	648	29
842	122	30
203	979	11
862	180	8
160	288	11
663	248	-8
521	660	22
848	337	39
678	990	21
544	149	-4
807	785	29
64	152	-3
344	259	50
419	432	40
159	503	-12
3	191	14
496	165	1
902	762	1
773	32	-1
108	417	-1
861	927	27
594	913	-5
385	575	50
570	206	-11
671	66	2
890	427	-13
550	279	6
217	422	43
6	796	19
558	299	21
847	612	32
167	625	2
172	320	29
911	154	19
61	147	-20
289	9	0
766	291	26
719	431	-8
345	449	13
313	991	37
342	587	50
184	725	-14
134	831	20
716	953	33
470	623	43
26	490	47
86	585	2
851	98	1
11	871	30
511	428	-8
515	843	-7
418	207	0
923	840	9
86	296	1
554	204	43
628	73	17
677	190	34
754	721	38
527	889	4
813	689	17
719	424	14
824	556	31
154	66	38
525	564	40
219	784	31
422	924	9
262	354	9
851	348	41
155	636	-12
195	866	8
135	795	-3
25	474	27
859	628	16
895	69	46
610	157	16
936	84	17
682	820	47
248	236	1
586	645	13
854	142	-10
459	32	41
248	182	-3
895	206	28
74	349	48
325	923	27
529	742	17
382	188	20
704	152	4
679	392	-15
684	728	-10
966	636	4
268	317	-10
623	275	33
686	29	41
610	296	3
953	826	-17
445	475	41
621	796	38
611	931	-19
474	3	45
972	40	25
395	892	2
942	696	14
301	27	19
82	812	11
639	410	-14
636	672	17
308	317	25
128	731	31
1	960	6
751	558	-11
860	202	-8
265	202	-12
810	10	44
891	82	36
705	645	38
831	458	4
399	884	0
330	117	29
818	547	20
43	884	39
775	258	40
13	523	5
64	107	48
816	871	29
347	259	14
890	633	17
466	122	28
17	489	8
383	612	36
58	941	8
572	840	18
170	140	6
919	776	0
376	822	-1
593	820	14
67	215	15
312	589	49
1	737	37
221	742	10
790	905	27
924	901	30
920	868	23
696	523	23
419	641	17
968	152	6
837	546	-4
694	785	-3
397	448	28
338	153	-4
901	85	-19
264	149	18
746	690	5
751	912	42
759	587	14
326	487	46
670	571	2
567	990	-19
141	31	36
153	669	36
196	189	-10
972	959	34
956	857	4
593	800	14
951	112	21
969	279	-14
661	274	21
773	233	-12
337	288	48
683	139	24
788	54	23
147	973	34
247	878	30
938	548	10
633	6	-16
598	997	13
792	269	30
739	56	8
127	10	-2
151	258	41
271	903	21
603	794	6
460	711	22
802	530	43
271	71	35
801	603	-2
282	738	-3
137	755	38
620	78	18
593	897	35
643	316	29
836	466	3
87	619	-11
932	385	45
210	908	-11
633	147	-15
763	733	47
302	625	-6
538	853	-3
445	600	-9
340	543	49
14	950	49
509	184	-10
263	530	9
373	759	2
170	755	10
228	820	25
513	665	-2
916	955	-6
870	3	26
862	147	0
132	190	-1
613	888	-4
460	955	-12
638	822	-19
59	980	5
557	547	46
1	700	12
994	317	15
416	288	20
452	638	30
663	619	-2
60	335	-17
387	38	8
597	714	25
195	913	-5
494	306	19
569	831	19
521	639	45
699	251	-2
662	54	33
186	630	-9
914	68	50
477	785	-20
345	141	40
281	875	29
709	786	5
891	1	-1
356	420	36
727	627	-9
726	482	40
415	872	26
993	366	3
333	893	-6
415	512	25
604	440	10
669	98	40
159	113	-7
13	374	-16
927	138	-9
434	360	-13
355	285	36
646	347	-16
523	630	-6
773	976	5
515	249	43
750	681	-8
553	800	8
563	530	20
907	568	41
657	114	15
758	121	11
166	127	-10
427	417	37
913	690	0
873	10	44
270	747	-15
276	229	-11
640	227	37
290	150	-14
855	860	2
970	32	5
611	316	45
219	525	2
185	365	40
411	410	49
405	257	-19
980	317	23
504	21	-1
498	267	37
972	639	-1
686	873	36
884	379	23
507	854	24
498	691	26
583	126	11
495	610	10
569	969	6
553	653	-20
166	502	37
593	173	-13
367	143	7
542	103	26
680	912	9
401	398	4
92	939	22
595	336	-6
597	451	-19
553	333	40
683	698	42
875	884	3
587	707	-11
411	284	35
272	951	-18
48	959	43
523	456	42
272	645	-17
940	75	22
687	959	9
342	378	-12
385	540	9
572	567	44
445	338	44
738	565	-3
839	364	-6
198	117	-14
511	550	23
852	667	14
716	624	36
620	240	33
299	76	7
425	109	39
314	179	5
794	502	39
396	409	30
577	233	-1
34	799	-1
245	320	29
59	16	5
968	197	43
899	314	35
278	614	43
19	485	42
530	344	47
391	913	35
620	827	24
868	903	50
265	452	2
28	121	0
885	11	34
470	855	-15
351	398	6
583	307	23
549	302	-18
40	875	-8
123	176	46
400	804	11
225	111	-15
972	931	50
303	730	5
40	661	42
639	389	-11
883	828	-18
194	259	48
507	705	39
983	680	-13
665	204	45
396	446	50
875	973	21
718	698	49
294	956	-6
222	903	24
273	516	27
128	866	2
526	312	26
810	254	11
166	641	42
618	650	16
798	73	50
920	677	33
915	493	3
290	717	-1
957	366	-13
273	806	12
928	906	-13
514	749	-15
285	687	23
387	34	50
884	29	-4
149	903	31
358	836	16
699	570	-5
290	924	16
530	941	-7
454	273	-9
678	252	10
285	195	44
411	521	20
934	389	-6
819	191	16
32	991	27
801	91	19
258	323	23
43	197	34
469	843	40
526	54	19
899	277	-11
564	39	26
984	572	28
104	299	-1
529	89	24
571	128	46
637	128	-15
470	222	43
5	124	11
896	585	50
571	749	9
485	764	-8
613	404	43
557	873	48
155	957	-11
860	756	31
811	440	-13
387	659	40
775	490	13
904	988	18
594	224	45
30	246	-1
291	760	24
480	104	46
591	52	3
609	484	47
256	716	9
798	71	19
452	438	-7
542	123	-16
208	161	45
906	85	49
601	374	-9
486	249	23
336	453	-15
67	326	38
452	785	41
773	37	-7
783	190	-3
215	306	-5
809	412	12
85	950	-5
35	712	1
793	752	7
203	545	13
356	243	8
716	799	11
846	140	33
595	663	-1
817	800	7
811	409	3
7	865	-18
306	378	49
43	404	15
321	744	-9
464	496	9
459	292	37
26	334	48
19	283	37
862	151	46
429	93	-2
793	584	-18
977	384	7
640	103	1
788	502	49
736	547	-2
919	132	-20
968	892	46
256	51	11
855	231	9
811	849	3
119	452	-2
869	154	-4
602	608	-11
305	461	-19
161	556	12
673	182	49
785	988	25
337	975	-7
521	532	22
165	762	-3
463	231	-9
561	791	41
863	159	28
422	822	39
444	507	21
701	929	8
159	291	39
832	252	-8
882	952	-15
773	381	40
939	180	32
400	711	-12
931	830	13
732	45	-11
321	582	46
602	71	-4
115	414	45
268	206	13
738	404	-4
900	950	36
511	267	23
209	675	5
793	22	0
331	494	20
601	766	12
907	802	34
502	379	45
387	405	25
819	547	-6
932	519	36
431	731	17
564	176	10
989	70	48
444	931	-9
593	595	-11
704	131	11
973	913	-18
928	284	43
302	231	27
159	598	44
360	714	-3
185	960	-6
289	229	-9
34	268	-20
165	9	13
890	881	12
400	973	42
178	660	37
97	410	41
604	198	-3
203	157	25
363	826	14
856	772	-13
289	182	27
578	913	29
683	322	-8
351	649	20
419	199	4
549	449	33
914	910	23
948	603	39
682	722	5
746	124	38
676	213	47
561	170	-10
570	317	27
951	183	27
686	929	50
908	50	23
103	54	-6
794	171	-3
90	817	-19
123	152	40
129	980	28
255	552	30
930	902	45
796	436	-4
775	365	10
919	86	8
688	324	50
687	169	-18
984	779	2
353	222	23
289	791	-16
85	188	-3
235	954	22
797	134	24
347	600	-20
930	518	-1
579	630	-12
174	710	23
576	68	43
598	802	21
327	465	31
347	951	21
782	773	27
949	116	35
227	410	46
904	232	14
849	903	-4
185	443	19
262	507	45
146	929	16
466	658	45
942	277	-20
386	943	-16
400	481	37
20	390	-20
434	837	-19
339	232	32
879	847	5
365	658	29
633	827	16
214	16	41
848	306	27
